tag,词性,oldtag2count,oldexttag2count,newtag2cout,newtitleexttag2count,newdescexttag2count,classifer,entropy,entropyv2,remove
股市新手,股市/n(名词) 新手/n(名词),50,33,68,7,11,0.01286608,2.36938211969468,1.09861228866811,1
11选5技巧,11/m(数词) 选/v(动词) 5/m(数词) 技巧/n(名词),244,214,27,3,84,0.170347329,1.33217904021012,0,1
心水,心水/n(名词),58,3824,62,611,722,0.253993641,4.41620699046354,3.91316381420894,1
永硕金融,永/d(副词) 硕/Ag(其他) 金融/n(名词),116,1,361,1,NULL,0.040645803,0.693147180559945,0.693147180559945,1
考研调剂,考研/v(动词) 调剂/v(动词),179,117,175,153,169,0.026933532,4.36493404158534,4.46492377623277,0
国税票地税票,国税/j(简称) 票/n(名词) 地/u(助词) 税票/n(名词),115,114,NULL,NULL,NULL,0.05323641,NULL,NULL,1
意大利,意大利/ns(地名),1646,3321,665,791,1336,NULL,5.98479678341414,5.18139160125321,0
红包下注,红包/n(名词) 下注/v(动词),98,2430,114,859,222,0.094152885,3.32959601129814,3.11180485698394,1
香港合法胎儿性别,香港/ns(地名) 合法/a(形容词) 胎儿/n(名词) 性别/n(名词),65,NULL,3,NULL,NULL,0.058595636,NULL,NULL,1
统计师,统计师/n(名词),442,83,338,77,69,NULL,3.78724967753461,2.9624820488993,0
狗窝,狗窝/n(名词),78,11502,81,4518,636,0.34534877,5.98347624631811,5.77063265340393,1
淘宝卖家交流,淘宝/n(名词) 卖家/n(名词) 交流/vn(其他),263,1223,512,293,326,0.026760665,4.44443282481787,3.68555092979226,0
业务群,业务/n(名词) 群/Ng(其他),90,19327,156,11697,1951,0.513773367,8.36856319617465,7.01345647763215,1
微信接龙,微信/n(名词) 接龙/n(名词),193,140,32,60,49,0.128853333,2.61532806804607,2.04673853269455,0
爱心公益,爱心/n(名词) 公益/n(名词),168,1130,365,742,672,0.085732605,5.77700932982029,5.35050361862928,0
压力调节,压力/n(名词) 调节/v(动词),4419,4,2438,1,NULL,NULL,0.693147180559945,0,1
散户股,散户股/n(名词),274,1619,1,5,43,0.164567484,2.20559835902639,1.73286795139986,1
瓷砖,瓷砖/n(名词),308,2610,1053,1866,3080,0.027588952,5.71016823329882,5.07962436100267,0
赛ت车ت计ت划,赛车/n(名词) 计划/n(名词),202,78,52,NULL,17,NULL,NULL,NULL,1
长安汽车,长安/n(名词) 汽车/n(名词),302,794,368,340,465,0.017496329,4.9041394246014,4.47682903860973,0
启辰r50x,启辰/n(名词) r50x/nx(其他),54,NULL,8,2,1,0.300666291,1.03972077083992,0,1
下单立享免费抽奖,下单/v(动词) 立/v(动词) 享/Vg(其他) 免费/v(动词) 抽奖/v(动词),128,NULL,127,NULL,NULL,0.052411305,NULL,NULL,1
颧骨,颧骨/n(名词),104,80,36,8,36,0.071162847,2.21914243363562,1.36903917770477,1
帅哥群,帅哥/nz(其他专名) 群/Ng(其他),152,11085,209,1881,349,0.379149402,6.40813953863817,5.4446590651684,0
指定姓名办银行卡,指定/v(动词) 姓名/n(名词) 办/v(动词) 银行卡/n(名词),86,82,NULL,NULL,NULL,0.307097795,NULL,NULL,1
时时彩团队计划群,时时/d(副词) 彩/Ng(其他) 团队/n(名词) 计划/n(名词) 群/Ng(其他),111,5,220,3,NULL,0.345926418,0,0,1
两性,两性/b(其他),3160,1273,2436,338,382,NULL,4.28130701402207,3.44731800580921,0
資源,资源/n(名词),64,766,54,345,368,0.805157758,5.19228898207888,3.76227448924515,1
c区,c/nx(其他) 区/n(名词),182,1515,112,992,624,0.590238552,5.93855590220089,5.32453400912356,0
标致308俱乐部,标致/n(名词) 308/m(数词) 俱乐部/n(名词),51,1,NULL,NULL,1,0.15752753,NULL,NULL,1
孕妇食谱,孕妇/n(名词) 食谱/n(名词),1515,8,1337,NULL,10,NULL,NULL,NULL,1
签证商婚移民群,签证/n(名词) 商/Vg(其他) 婚/Ng(其他) 移民/n(名词) 群/Ng(其他),66,NULL,9,NULL,NULL,0.244473622,NULL,NULL,1
网络教育,网络/n(名词) 教育/vn(其他),459,2796,742,815,1046,NULL,5.51760791882516,4.91222770379886,0
周边游,周边游/n(名词),209,653,498,270,696,0.164567484,5.29325066852381,4.50403741020885,0
怀孕验男女,怀孕/v(动词) 验/v(动词) 男女/n(名词),68,1,4,NULL,NULL,0.083859794,NULL,NULL,1
祛斑,祛斑/n(名词),835,1766,1067,403,1028,NULL,5.08292518793463,4.23220737813889,0
进口红酒,进口/v(动词) 红酒/n(名词),161,518,254,231,294,0.01868178,4.38186554609432,4.04163048199227,0
银行卡交易,银行卡/n(名词) 交易/vn(其他),206,231,NULL,2,3,0.01643178,0.693147180559945,0,1
家具生活,家具/n(名词) 生活/vn(其他),3710,45,3189,5,10,NULL,1.83102048111352,1.6094379124341,1
色群,色/n(名词) /n(名词) 群/Ng(其他),221,1034,57,56,71,0.361396851,2.746302310052,0,1
瑞铃,瑞/j(简称) 铃/Ng(其他),108,15,3,1,1,0.269881982,0.693147180559945,0.693147180559945,1
入侵,入侵/v(动词),240,1771,288,353,750,0.164720554,5.7406627784785,4.650949978094,1
园艺学,园艺学/n(名词),52,659,3,13,11,0.043908979,2.78862906327528,2.19722457733622,1
网赚,网赚/n(名词),269,269,283,285,249,0.006445878,1.66667810060029,0.198821578103019,1
暑期社会实践,暑期/t(时间词) 社会/n(名词) 实践/vn(其他),58,5596,4,82,39,0.145293171,3.77980296774312,2.61563057702755,1
汽车配件4s店,汽车/n(名词) 配件/n(名词) 4s店/n(名词),56,NULL,40,1,NULL,0.014894863,0,0,1
股票学习,股票/n(名词) 学习/v(动词),1014,1490,2081,486,1694,NULL,4.63515115011094,5.2967161211297,0
帕拉梅拉,帕拉/n(名词) 梅拉/nr(其他),54,22,14,8,14,0.077926264,2.54003630382098,1.90615474653985,1
天猫网购优惠,天猫/n(名词) 网购/n(名词) 优惠/vn(其他),235,59,20,12,7,0.01178896,1.89209481695913,0,0
2逼青年,2/m(数词) 逼/v(动词) 青年/n(名词),52,388,9,60,21,0.293868236,3.62302429748893,1.13443291586606,1
表演培训,表演/vn(其他) 培训/vn(其他),58,87,8,7,7,0.035485545,2.56659891811451,2.09827373952525,1
唯十二,唯/Vg(其他) 十二/m(数词),362,900,661,326,835,0.216291513,4.1811874998624,1.31242137637788,0
抄底强势股,抄底/v(动词) 强势股/n(名词),152,2,126,2,NULL,0.004924816,0.693147180559945,0,1
99彩平台时时彩,99/m(数词) 彩/Ng(其他) 平台/n(名词) 时时/d(副词) 彩/Ng(其他),65,NULL,77,3,NULL,0.185518312,0,0,1
政法干警,政法/n(名词) 干警/n(名词),204,1097,648,228,917,0.19339501,4.31902432328345,3.74785188943507,0
黄家强,黄家强/nr(其他),54,43,174,3,44,0.069354443,2.14584175259475,1.09861228866811,1
颖火虫,颖火虫/n(名词),1008,7886,2587,3632,4592,NULL,5.35874129224857,3.62006566120969,0
代缴社医保,代缴/v(动词) 社医保/n(名词),128,2,633,NULL,1,0.14503152,NULL,NULL,1
同在上海,同在/v(动词) 上海/ns(地名),1693,96,2461,5,94,NULL,2.35167330190463,0.693147180559945,1
思铂睿,思铂睿/nz(其他专名),218,192,64,97,110,0.19757126,4.31504180098239,3.81054115156932,0
人力社保公积金,人力/n(名词) 社保/n(名词) 公积金/n(名词),124,NULL,247,1,NULL,0.036029623,0.693147180559945,0,1
驾照路考通,驾照/n(名词) 路考/n(名词) 通/v(动词),59,62,2,NULL,5,0.014467575,NULL,NULL,1
玫琳凯,玫琳凯/nz(其他专名),432,2135,442,379,358,NULL,5.30795700188206,4.42678869351027,0
植物,植物/n(名词),1791,9059,1978,1697,3229,NULL,6.33339527046869,5.76873584807286,0
通话记录清单,通话/v(动词) 记录/v(动词) 清单/n(名词),87,40,NULL,NULL,NULL,0.269227123,NULL,NULL,1
机关,机关/n(名词),78,17061,84,5118,2393,0.365531677,6.29216798346144,5.09368174554913,1
平台计划群,平台/n(名词) 计划/n(名词) 群/Ng(其他),65,42,3,6,5,0.479504803,2.04319187054512,1.09861228866811,1
哈利波特,哈利/n(名词) 波特/n(名词),636,921,768,201,176,NULL,4.83909382353227,3.28945377368623,0
福特皮卡,福特/n(名词) 皮卡/n(名词),76,1,7,1,2,0.009429117,1.38629436111989,0,1
拉筋,拉筋/v(动词),607,106,585,92,114,NULL,3.74198132950946,3.8253553930108,0
友谊群,友谊/n(名词) 群/Ng(其他),145,15260,100,3718,1052,0.913787267,7.25576485308552,6.61084354652597,1
捷豹俱乐部,捷豹/n(名词) 俱乐部/n(名词),96,28,5,2,1,0.035019137,1.38629436111989,0,1
银行卡销售,银行卡/n(名词) 销售/vn(其他),79,18,NULL,1,NULL,0.004386523,0,0,1
淘宝团购,淘宝/n(名词) 团购/n(名词),332,507,719,352,266,0.007554001,3.70811071501876,3.65423093371437,0
seo,seo/nx(其他),4128,5465,6306,2776,5576,NULL,5.78229051665167,5.16331734324557,0
sem,sem/nx(其他),439,1264,931,469,767,0.147777729,4.90342351287895,4.29911387054868,0
女装货源,女装/n(名词) 货源/n(名词),202,235,299,126,256,0.008663281,4.45630908655755,3.77200780002071,0
医药串货,医药/n(名词) 串货/n(名词),60,438,249,445,385,0.01668031,4.43729101636563,4.01472009327385,1
服装加工,服装/n(名词) 加工/vn(其他),211,1332,942,2089,1374,0.027705763,5.22354970821429,4.86382819613657,0
盘面,盘面/n(名词),343,618,564,9,532,0.086950869,3.0904599236162,2.19722457733622,1
大学生兼职群,大学生/n(名词) 兼职/vn(其他) 群/Ng(其他),165,4021,478,7256,2800,0.231496663,6.55321177179295,5.28839483606989,1
工作组,工作组/n(名词),62,18063,40,2850,669,0.523405892,7.69357005693137,6.56169184668358,1
北汽绅宝,北汽/j(简称) 绅宝/nz(其他专名),155,220,60,151,93,0.015930834,4.13066565943259,3.73896958851648,0
社会实践部,社会/n(名词) 实践部/n(名词),83,2110,2,87,49,0.235758123,4.15833400667333,2.69229115267663,1
优6,优/Ag(其他) 6/m(数词),157,24,22,13,10,0.420903986,3.01596310021106,2.13650705762401,0
脱发中药调理,脱发/v(动词) 中药/n(名词) 调理/v(动词),58,58,3,1,1,0.016142862,0,0,1
现货招商,现货/n(名词) 招商/vn(其他),691,1030,1129,1141,2041,NULL,4.60885284692978,4.04955561051448,0
乌克兰蜜蜡,乌克兰/ns(地名) 蜜蜡/n(名词),237,4,27,2,5,0.020170199,1.38629436111989,0.693147180559945,1
交流心得,交流/vn(其他) 心得/n(名词),164,9050,310,125,9912,0.436512795,4.72974267187792,4.38130628594617,1
提额理财,提额/n(名词) 理财/vn(其他),242,268,2,1,2,0.04275201,0.693147180559945,0,1
北京汽车,北京/ns(地名) 汽车/n(名词),186,540,110,350,234,0.015251986,4.85466867065877,4.48642960793298,0
战友战友亲如兄弟,战友/n(名词) 战友/n(名词) 亲如兄弟/l(其他),60,479,18,17,125,0.929715807,1.33217904021012,0,1
时事热点,时事/n(名词) 热点/n(名词),869,159,748,9,84,NULL,2.43079132887823,1.5498260458782,1
平面,平面/n(名词),374,5377,867,1477,2434,0.061759345,6.02388985896687,5.33602148460447,1
意大利红酒,意大利/ns(地名) 红酒/n(名词),72,24,16,9,10,0.022239667,2.52454592163336,1.03972077083992,1
整容,整容/v(动词),780,1358,297,182,354,NULL,5.07254841394764,4.08606563473779,0
锐界,锐界/nz(其他专名),187,280,184,228,233,0.19757126,4.42382037469251,3.79361719296368,0
户外旅行,户外/s(处所词) 旅行/v(动词),273,1305,454,890,1087,0.023107784,5.71952372064743,5.2730754565113,0
婆媳,婆媳/n(名词),234,1164,477,205,545,0.27853714,4.39430927311526,3.11516146858183,0
出售企业店铺,出售/v(动词) 企业/n(名词) 店铺/n(名词),155,339,6,2,1,0.038514916,0,0,1
传统行业,传统/a(形容词) 行业/n(名词),7942,150,13269,11,168,NULL,2.66988040880652,2.30461938482067,0
天猫试用,天猫/n(名词) 试用/v(动词),68,65,11,5,5,0.069229101,2.36938211969468,0.693147180559945,1
手游私服,手游/n(名词) 私服/n(名词),303,1088,1309,1406,2155,0.009240419,5.62847258447079,5.07339993185148,0
牧马人,牧马人/n(名词),327,737,107,151,157,0.05729655,4.88953759175472,3.79957896351305,0
东方project,东方/nz(其他专名) project/nx(其他),491,252,1697,261,314,NULL,5.14205500989057,4.01857514555361,0
ceshi,ceshi/nx(其他),76,338,6,10,12,0.383173894,2.56659891811451,0.693147180559945,1
黑客修改成绩,黑客/n(名词) 修改/vn(其他) 成绩/n(名词),56,3,NULL,NULL,NULL,0.076667314,NULL,NULL,1
汇投资理财,汇/v(动词) 投资/vn(其他) 理财/vn(其他),56,15,NULL,1,NULL,0.014565859,0,0,1
樱桃小丸子,樱桃小丸子/nr(其他),644,1417,404,180,56,NULL,3.83791495446238,2.72722973516418,0
周口,周口/ns(地名),261,9152,834,7026,4506,0.09348785,6.39732982316882,5.95970013432655,0
倾城,倾城/v(动词),86,59219,120,19325,4717,0.139055327,6.97489334362652,5.88012101470818,1
胎记病友交流,胎记/n(名词) 病友/n(名词) 交流/vn(其他),57,28,1,1,2,0.829015771,1.09861228866811,0,1
c200l,c200l/nx(其他),57,7,8,16,16,0.383173894,2.91136515054952,2.1706292572313,1
时时彩5,时时/d(副词) 彩/Ng(其他) 5/m(数词),247,47,5,2,NULL,0.538369851,1.6094379124341,0,1
时时彩4,时时/d(副词) 彩/Ng(其他) 4/m(数词),483,31,31,1,NULL,NULL,0,0,1
招聘信息,招聘/v(动词) 信息/n(名词),293,11378,1018,2714,18931,0.094662888,5.84158427914932,6.14856235042442,0
医院证明,医院/n(名词) 证明/v(动词),75,221,5,12,12,0.177835702,2.61563057702755,2.30258509299405,1
游戏开发,游戏/n(名词) 开发/v(动词),316,1180,990,634,862,0.010930336,5.40100515190283,4.58669787893012,0
旅行游外,旅行游/n(名词) 外/f(方位词),64,NULL,NULL,NULL,NULL,0.585164468,NULL,NULL,1
街头篮球,街头/s(处所词) 篮球/n(名词),308,2665,483,628,449,0.064615681,5.45802716124744,4.61025136131878,0
qq空间引流,qq/n(名词) 空间/n(名词) 引流/vn(其他),59,28,61,5,22,0.153151404,1.09861228866811,1.09861228866811,1
程序兼职/外包,程序/n(名词) 兼职/vn(其他) //w(标点) 外包/v(动词),65,137,151,NULL,158,0.083823471,NULL,NULL,1
中国好舍友,中国/ns(地名) 好/a(形容词) 舍友/n(名词),51,320,1,6,3,0.568440454,2.14584175259475,0,1
同伴,同伴/n(名词),137,3386,80,210,1585,0.842928441,5.47874984148497,4.36868982714241,1
拼多多砍价,拼/v(动词) 多多/d(副词) 砍价/v(动词),186,1374,679,1266,1019,0.075782416,4.11030501462057,3.32185022693404,0
vol,vol/nx(其他),179,1213,131,60,544,0.116873319,4.75010597465478,3.68701321277281,1
黄金银,黄金/n(名词) 银/Ng(其他),50,17,NULL,3,2,0.059571121,1.94591014905531,1.79175946922805,1
好心情,好/a(形容词) 心情/n(名词),68,8218,67,687,3173,0.92706002,5.56120040754816,4.95005034833599,1
处女座,处女/n(名词) 座/Ng(其他),5960,1218,2008,226,451,NULL,5.24461081812411,3.76455875398991,0
聊友,聊友/n(名词),163,2758,180,712,961,0.932186485,5.84778587746456,5.59007920372148,1
衡阳,衡阳/ns(地名),273,9060,687,5375,3844,0.029626457,6.92172372732384,6.77557754412865,0
qq群发兼职,qq群/nz(其他专名) 发/v(动词) 兼职/v(动词),67,NULL,NULL,1,NULL,0.292814641,0.693147180559945,0,1
360彩票,360/m(数词) 彩票/n(名词),114,308,42,81,157,0.134787607,3.70195734610333,2.49949932412519,1
郭敬明,郭敬明/n(名词),944,265,513,65,111,NULL,4.59942028378561,2.69806614721065,0
散户集中营,散户/n(名词) 集中营/n(名词),3684,356,5359,231,146,NULL,4.98451782766109,4.80817247120661,0
徒步影乐部,徒步/d(副词) 影/Vg(其他) 乐/a(形容词) 部/q(量词),63,NULL,NULL,NULL,NULL,0.279096051,NULL,NULL,1
自行车出售,自行车/n(名词) 出售/v(动词),124,4,217,NULL,6,0.01152809,NULL,NULL,1
信誉棋牌,信誉/n(名词) 棋牌/n(名词),612,52,79,8,56,NULL,2.09827373952525,1.09861228866811,1
大盘解读,大盘/n(名词) 解读/v(动词),93,14,164,1,18,0.019981076,1.09861228866811,0.693147180559945,1
qq批量建群,qq/n(名词) 批量/d(副词) 建群/n(名词),3570,38,NULL,1,1,NULL,0,0,1
桑拿,桑拿/n(名词),2163,3993,662,1918,1982,NULL,5.76966563584148,4.92566833693413,1
吉普俱乐部,吉普/n(名词) 俱乐部/n(名词),72,32,5,1,2,0.072328994,0,0,1
途观l,途观/nz(其他专名) l/nx(其他),162,144,65,107,80,0.574845472,4.00357259689357,3.75752171476753,0
超短线,超/v(动词) 短线/n(名词),171,1180,273,252,746,0.042132356,4.72946973585748,4.28679759343938,0
智跑,智跑/n(名词),174,388,97,233,212,0.164567484,4.59806791803774,3.76647426637552,0
银魂,银魂/n(名词),482,1087,1099,377,544,NULL,5.80974074106677,4.72234108249983,0
风凰时时彩,风凰/n(名词) 时时/d(副词) 彩/Ng(其他),321,1,NULL,NULL,NULL,0.10090097,NULL,NULL,1
彩๓票๓交流,彩票/n(名词) 交流/vn(其他),53,29,32,8,12,NULL,0,0,1
替课,替/p(介词) 课/n(名词),187,1504,539,696,1257,0.675876746,5.36625978051626,4.41319416926991,0
宝骏730俱乐部,宝骏/nz(其他专名) 730/m(数词) 俱乐部/n(名词),54,4,1,2,4,0.678121975,0,0,1
经验分享,经验/n(名词) 分享/v(动词),501,5626,1014,651,6378,NULL,5.75837482536254,5.87680495361697,0
缩阴方法,缩阴/v(动词) 方法/n(名词),63,63,1,NULL,NULL,0.330260703,NULL,NULL,1
上海假结婚购房,上海/ns(地名) 假结婚/n(名词) 购房/vn(其他),51,1,11,2,NULL,0.016218573,1.09861228866811,0.693147180559945,1
科技部,科技部/n(名词),68,2346,9,177,100,0.035700972,5.27075365351833,4.04835945410383,1
pos机办理,pos/nx(其他) 机/n(名词) 办理/v(动词),614,1188,342,414,413,NULL,5.05164970510137,4.74833369802446,0
集合竞价,集合/v(动词) 竞价/v(动词),5913,404,6865,167,273,NULL,4.31639051218673,4.16787803649042,0
瑞风a60,瑞风/n(名词) a60/nx(其他),53,2,3,2,2,0.056161606,1.03972077083992,1.03972077083992,1
教育家,教育家/n(名词),2948,1015,1213,49,82,NULL,4.27211203484297,2.9020023132056,0
江西时时彩,江西/ns(地名) 时时/d(副词) /n(名词) 彩/Ng(其他),50,37,NULL,NULL,NULL,0.040788199,NULL,NULL,1
离婚证,离婚证/n(名词),256,396,21,27,279,0.079048055,2.49618067497754,1.5193826646423,0
psv,psv/nx(其他),295,503,1049,376,485,0.383173894,4.63055661502908,3.8140199654549,0
p2p投资理财交流,p2p/nx(其他) 投资/vn(其他) 理财/vn(其他) 交流/vn(其他),61,60,7,36,29,0.047399757,1.28553492176241,1.79175946922805,1
丝足,丝足/n(名词),294,1491,478,731,419,0.164567484,5.70735187117255,4.76518920021664,1
控股,控股/v(动词),64,5578,54,500,1080,0.105103894,6.17536635732627,5.25367595214617,1
众泰sr9,众泰/nz(其他专名) sr9/nx(其他),193,44,29,13,11,0.395404543,2.63003334607184,2.06364957047885,0
天猫优惠购物秒杀,天猫/n(名词) 优惠/vn(其他) 购物/vn(其他) 秒杀/n(名词),155,33,55,13,11,0.009303779,0,0,0
二元期权实盘喊单,二元/b(其他) 期权/n(名词) 实盘/n(名词) 喊/v(动词) 单/b(其他),63,NULL,38,NULL,NULL,0.01390883,NULL,NULL,1
工业设计,工业/n(名词) 设计/vn(其他),364,2743,803,899,790,0.018149951,5.65777206522896,4.79162628219256,0
架子鼓,架子鼓/n(名词),293,1086,717,424,774,0.0395791,5.26439875513367,4.51689342315122,0
lol30级帐号,lol/nx(其他) 30/m(数词) 级/n(名词) 帐号/n(名词),55,NULL,31,1,NULL,0.132240768,1.09861228866811,0.693147180559945,1
新股股,新股/n(名词) 股/n(名词),110,8,NULL,NULL,1,0.015953122,NULL,NULL,1
网赚交流,网赚/n(名词) 交流/vn(其他),376,3491,538,2272,922,0.046017769,4.70825562921322,5.77014089502944,0
虚拟现实,虚拟/vn(其他) 现实/n(名词),286,550,734,235,506,0.089357162,4.81828273573966,3.64886083064917,0
增值税普通票,增值税/n(名词) 普通/a(形容词) 票/n(名词),75,81,1,17,10,0.085205855,2.10975385258805,2.83321334405622,1
小青年,小青年/n(名词),189,14822,147,2569,1916,0.337912201,6.14367486916659,4.95723774970482,1
君越团购,君越/nz(其他专名) 团购/n(名词),61,20,14,1,9,0.007033905,0.693147180559945,0.693147180559945,1
渣打,渣打/nz(其他专名),645,160,696,46,47,NULL,2.56567027676886,0.943556825952264,0
即热式开水器,即热式/n(名词) 开水器/n(名词),93,17,3,NULL,1,0.273054839,NULL,NULL,1
弟兄,弟兄/n(名词),115,12979,33,615,2607,0.841626287,5.79306119375833,4.82954172453509,1
支付宝借款,支付宝/n(名词) 借款/vn(其他),98,1431,167,36,154,0.00793795,2.9523568719296,2.08055716002842,1
冰膜,冰膜/n(名词),50,136,19,2,53,0.164567484,1.38629436111989,0,1
手机pos机,手机/n(名词) pos/nx(其他) 机/n(名词),241,611,330,150,373,0.024629726,4.60086259759015,3.78747495238487,0
逗比多,逗比/n(名词) 多/m(数词),119,266,204,42,133,0.905300685,3.67604824681973,2.47995552054452,1
点卡回收,点卡/n(名词) 回收/v(动词),214,69,128,39,31,0.013160467,3.04247587621133,2.17618566156031,0
花呗提现,花呗/n(名词) 提现/v(动词),271,325,114,67,71,0.109716737,3.88162552652997,3.17073311251592,0
银行卡交流,银行卡/n(名词) 交流/vn(其他),163,92,14,17,3,0.03227272,1.98139948558285,1.09861228866811,0
马自达俱乐部,马自达/n(名词) 俱乐部/n(名词),133,47,4,23,4,0.047387093,2.98628231554685,3.04452243772342,1
火线精英,火线/n(名词) 精英/n(名词),334,6815,717,3752,1496,0.090432988,4.34181442256488,3.38885842431995,0
福州贷款,福州/ns(地名) 贷款/n(名词),57,62,126,80,52,0.006162398,3.24221905637582,2.43820983582631,1
保健品数据,保健品/n(名词) 数据/n(名词),140,111,109,97,95,0.034477791,2.93820755207636,2.25460363399023,1
支商,支商/n(名词),277,144,65,54,147,0.164567484,3.83947500052747,2.9764656956586,0
健康养生,健康/ad(其他) 养生/v(动词),541,3802,944,2248,2323,NULL,5.51201165961279,5.7477438432861,0
bt,bt/nx(其他),262,5339,636,1983,1874,0.387225519,6.36889414570844,5.36184574616068,0
三毛,三毛/nr(其他),1415,2332,643,384,304,NULL,5.75463093710834,4.98869873876399,0
建设银行,建设/vn(其他) 银行/n(名词),448,593,139,83,194,NULL,4.29761264368732,3.4189388376079,0
吉普车友会,吉普/n(名词) 车友会/n(名词),122,59,8,5,4,0.033831255,1.56071040904141,1.38629436111989,1
涨停股,涨停股/n(名词),317,681,378,67,263,0.164567484,4.66715807946425,4.03893049273929,0
破解qq空间,破解/v(动词) qq/n(名词) 空间/n(名词),76,22,3,NULL,NULL,0.068878722,NULL,NULL,1
林肯车友会,林肯/n(名词) 车友会/n(名词),99,220,7,19,10,0.042025492,3.02469555385825,2.69801101984411,1
现货投资技术学习,现货/n(名词) 投资/vn(其他) 技术/n(名词) 学习/v(动词),110,1,4,NULL,NULL,0.006078389,NULL,NULL,1
qq昵称代挂,qq/n(名词) 昵称/n(名词) 代挂/n(名词),305,13,44,2,NULL,0.478895954,0.693147180559945,0,1
金泰妍,金泰妍/n(名词),174,259,326,179,183,0.076893784,4.74977181659712,3.09265352392405,0
班友会,班友/n(名词) 会/v(动词),56,96,2,4,1,0.268887906,2.07944154167984,0,1
谦友,谦友/n(名词),185,1383,803,692,1857,0.164567484,5.34463504597081,3.79245550557512,0
宾利车友会,宾利/n(名词) 车友会/n(名词),53,76,7,22,6,0.023001422,2.94858924716877,3.04452243772342,1
全球,全球/n(名词),105,36534,263,14962,14928,0.182561679,7.55427420509931,6.37951083887596,1
masterceo,masterceo/nx(其他),98,NULL,3,NULL,NULL,0.383173894,NULL,NULL,1
愛情片,爱/v(动词) /n(名词) 情/n(名词) /n(名词) 片/Ng(其他),71,69,4,4,NULL,0.327309241,0,0,1
靓仔,靓仔/n(名词),197,9664,261,2167,2343,0.316941624,5.96929960582353,3.88314997610578,0
奔驰gla220,奔驰/n(名词) gla/nx(其他) 220/m(数词),50,1,NULL,NULL,NULL,0.321768377,NULL,NULL,1
专卖店,专卖店/n(名词),56,7780,93,2784,2277,0.038991184,7.45736084964516,6.27511029496908,1
红唇,红唇/n(名词),92,1776,9,520,143,0.091224097,5.51712006059812,4.24193161147406,1
处理车,处理/v(动词) 车/n(名词),52,67,4,4,7,0.13900216,2.27186851269656,1.56071040904141,1
黄石,黄石/ns(地名),246,6292,467,3761,2381,0.041913537,6.85661835070293,6.54370438866197,0
天猫客服,天猫/n(名词) 客服/n(名词),285,292,343,46,62,0.361698427,3.37478523079416,2.83187863468524,0
景观设计培训,景观/n(名词) 设计/vn(其他) 培训/vn(其他),52,3,24,1,1,0.015799199,0.693147180559945,0,1
月光族,月光族/n(名词),554,1407,492,256,142,NULL,5.10951928871082,3.71130815607991,0
现实ons,现实/a(形容词) ons/nx(其他),70,61,60,NULL,2,0.522940582,NULL,NULL,1
人肉搜索,人肉/n(名词) 搜索/vn(其他),224,307,10,11,23,0.077303404,2.926417555498,0,0
今日特价,今日/t(时间词) 特价/n(名词),325,395,20,28,48,0.030223206,3.54532499041314,2.94901233066179,0
手机卡,手机卡/n(名词),145,1744,385,897,1107,0.070657726,5.30088450423119,4.65016685428757,1
网络写手,网络/n(名词) 写手/n(名词),1404,194,1563,111,155,NULL,3.57537771868873,3.47380334826432,0
工行纸黄金纸白银,工行/n(名词) 纸黄金/n(名词) 纸白银/n(名词),134,3,492,4,1,0.007620372,1.38629436111989,0,1
哈娄彩妆美女,哈/j(简称) 娄/j(简称) 彩妆/n(名词) 美女/n(名词),155,NULL,789,1,6,0.250430094,0,0,1
做现货白银,做/v(动词) 现货/n(名词) 白银/n(名词),59,129,NULL,NULL,32,0.013231507,NULL,NULL,1
ui,ui/nx(其他),900,6483,2275,1569,2323,NULL,5.6240296558546,5.11554918241335,0
运输票,运输票/n(名词),71,257,4,5,17,0.164567484,2.19722457733622,1.6094379124341,1
刷单平台,刷单/n(名词) 平台/n(名词),102,435,115,79,387,0.302405134,4.46620565122102,3.29642485153457,1
欧洲杯,欧洲杯/n(名词),639,865,441,344,328,NULL,4.47836043426948,4.20779819749402,0
微信破解,微信/n(名词) 破解/v(动词),260,60,10,1,NULL,0.057167587,0,0,1
励志,励志/v(动词),1141,11583,1671,1771,3897,NULL,6.53295152548783,5.93612372087861,0
模拟考试,模拟/vn(其他) 考试/vn(其他),2683,252,633,73,174,NULL,3.93503636962961,2.77356036776541,0
平安易贷,平安易/n(名词) 贷/v(动词),351,548,209,137,221,0.093506758,4.34018472398314,3.79732072026182,0
jcw,jcw/nx(其他),132,68,16,8,4,0.383173894,3.19351236740889,1.83437197028162,1
指南者车友会,指南者/nz(其他专名) 车友会/n(名词),55,73,9,11,10,0.020971913,2.57984396521802,2.36938211969468,1
英语爱好者,英语/n(名词) 爱好者/n(名词),71,965,83,160,609,0.052319515,4.16518153810511,3.67611220977772,1
二级建造,二级/b(其他) 建造/vn(其他),174,64,329,60,76,0.141587754,3.8211385044246,3.50117116717611,0
淘宝刷流量,淘宝/n(名词) 刷/v(动词) 流量/n(名词),895,210,386,144,242,NULL,4.16254233723181,4.04813475018477,0
股票期货,股票/n(名词) 期货/n(名词),447,2604,277,1627,963,NULL,5.14838817180651,4.54954753531763,0
银行理财产品,银行/n(名词) 理财/vn(其他) 产品/n(名词),3648,32,2330,7,35,NULL,2.24503527412618,1.5498260458782,1
