tag,词性,oldtag2count,oldexttag2count,newtag2cout,newtitleexttag2count,newdescexttag2count,classifer,entropy,entropyv2,predicte,pre_label
旅游,旅游/vn(其他),45162,151826,68396,33872,73755,,7.22329849,6.560271895,0.234020451,0
肖奈,肖奈/nr(其他),59,426,131,42,48,0.065965806,3.778587487,2.215717946,0.234042373,0
开服,开服/n(名词),54,2340,179,721,2694,0.164567484,6.239618354,4.802516714,0.234042626,0
仿音,仿音/n(名词),110,670,279,592,380,0.164567484,5.144823546,4.377886179,0.234246641,0
艺术生,艺术生/n(名词),170,1510,183,229,268,0.164567484,5.0252657,4.369951715,0.234295145,0
宝宝,宝宝/n(名词),5378,103008,9339,15333,33806,,7.171089562,6.280995709,0.234303428,0
弹丸论破,弹丸/n(名词) 论/v(动词) 破/v(动词),70,153,160,78,69,0.026025846,4.515787298,2.76319961,0.234401398,0
地税,地税/n(名词),66,3119,117,1052,598,0.079836641,5.874761716,4.930538344,0.234413923,0
奔驰glk,奔驰/n(名词) glk/nx(其他),54,98,10,40,25,0.048952203,3.496408435,3.131769951,0.234684752,0
供货商,供货商/n(名词),65,2075,213,836,1909,0.109562857,5.851094053,5.446942835,0.234687135,0
草原,草原/n(名词),74,14360,138,1888,1592,0.141856183,6.395857494,5.574298262,0.23475957,0
天空之舞,天空/n(名词) 之/u(助词) 舞/n(名词),136,1362,99,67,88,0.062566388,3.745557737,2.708050201,0.234763952,0
日结兼职,日结/n(名词) 兼职/v(动词),200,792,635,1515,797,0.076395446,4.404168066,4.003642173,0.234783101,0
正规平台,正规/a(形容词) 平台/n(名词),58,618,109,44,569,0.31870619,4.285702716,3.500629424,0.23481928,0
上海聚会,上海/ns(地名) 聚会/v(动词),72,228,139,90,232,0.368508631,3.619081758,3.452815441,0.234960797,0
爱淘宝,爱淘宝/n(名词),89,1046,144,360,301,0.164567484,4.912810614,3.990411428,0.235227158,0
网课,网课/n(名词),64,1835,209,757,784,0.164567484,5.828627832,5.452889336,0.235326422,0
破解空间,破解/v(动词) 空间/n(名词),206,89,140,30,26,0.135513296,2.143952201,0,0.235388845,0
free,free/nx(其他),86,7972,115,1119,701,0.206840963,6.381315508,5.279793962,0.235467394,0
论文,论文/n(名词),1298,54109,1501,5684,4861,,6.321858901,5.562032956,0.235532916,0
快手刷粉丝,快手刷/n(名词) 粉丝/n(名词),60,151,87,159,117,0.190180273,3.454771295,2.552100392,0.235613734,0
腾讯企点,腾讯/nz(其他专名) 企/j(简称) 点/n(名词),50,70,24,29,45,0.062035628,3.110476131,2.36938212,0.235621882,0
淘客群,淘客/n(名词) 群/Ng(其他),57,1125,132,245,80,0.132864709,5.632132702,4.307065821,0.235624919,0
别克团购,别克/n(名词) 团购/n(名词),73,143,41,44,21,0.006004259,3.551600181,3.224576058,0.235656922,0
保证金,保证金/n(名词),52,2057,117,231,1459,0.041908902,5.117204301,4.272625603,0.235663716,0
vivo,vivo/nx(其他),314,3709,916,1520,1949,0.383173894,5.721043862,4.851047632,0.235678036,0
手机麻将,手机/n(名词) 麻将/n(名词),72,172,80,102,73,0.018566359,4.034889876,3.588170105,0.235790384,0
恶魔,恶魔/n(名词),219,28600,241,5135,2319,0.093004317,6.375814777,5.707824131,0.235844413,0
军人,军人/n(名词),987,6763,2040,1934,4009,,5.822050678,4.919282114,0.235979661,0
分红,分红/v(动词),94,2622,154,349,1537,0.040965107,5.869384673,4.825337681,0.23602974,0
免费招代理,免费/vd(趋向动词) 招/v(动词) 代理/vn(其他),64,653,76,172,514,0.228338272,5.234121974,4.399087764,0.236042231,0
基金公司,基金/n(名词) 公司/n(名词),2484,118,2168,19,73,,2.906658008,2.235418686,0.236072431,0
飞车党,飞车党/n(名词),73,1867,118,608,281,0.084991471,5.848657302,4.540332108,0.236214754,0
支付宝口令,支付宝/n(名词) 口令/n(名词),69,149,210,83,228,0.05444312,3.088233789,1.806099275,0.23631611,0
gtaol,gtaol/nx(其他),84,133,227,93,69,0.383173894,4.621128443,3.591762209,0.23632723,0
固定翼,固定翼/n(名词),86,157,273,80,260,0.027364506,4.175254412,3.194500092,0.236351204,0
特岗,特岗/n(名词),136,1857,702,1322,1089,0.164567484,5.075799233,4.440293201,0.236362589,0
妃嫔,妃嫔/n(名词),181,397,168,61,218,0.358269703,4.610450222,2.121834165,0.236427578,0
私活,私活/n(名词),101,641,335,884,840,0.16421249,5.210784877,4.900788725,0.236480455,0
梅露可物语,梅露/nr(其他) 可/v(动词) 物语/n(名词),128,203,237,34,142,0.305043438,3.99465134,2.163955657,0.236584283,0
阀门,阀门/n(名词),248,1929,669,2142,2072,0.073006645,5.548149102,4.729229774,0.23659322,0
工作流,工作流/n(名词),60,347,36,32,42,0.145096254,3.871558938,2.685945325,0.236600298,0
医考,医考/n(名词),64,1978,173,1077,869,0.164567484,5.209247206,4.82506425,0.236679153,0
客家,客家/n(名词),105,4672,218,1614,1281,0.16898442,5.726141153,5.217733034,0.236735581,0
逗逼,逗/v(动词) 逼/v(动词),3396,38498,2313,4782,3669,,6.410488864,5.275919662,0.23676985,0
模拟,模拟/v(动词),145,12258,343,2474,4181,0.089629034,6.477469205,5.374720884,0.236786553,0
bjl,bjl/nx(其他),127,309,124,196,85,0.383173894,4.753316477,3.683902661,0.236824558,0
库存批发,库存/n(名词) 批发/vn(其他),52,216,167,338,175,0.017578841,4.776801669,4.269743467,0.236902523,0
票务,票务/n(名词),60,2899,133,1261,905,0.087098785,6.100711526,5.227544033,0.236905986,0
开心😊,开心/a(形容词),70,1427,76,201,640,,3.874765811,3.600003097,0.236930276,0
水电暖,水电暖/n(名词),61,984,254,1346,1110,0.164567484,4.898491607,4.316879954,0.236945471,0
html5开发,html/nx(其他) 5/m(数词) 开发/v(动词),58,91,46,13,86,0.098981976,2.804778023,1.873451738,0.237020553,0
天门,天门/ns(地名),93,4916,231,2210,1321,0.130880821,6.545925366,6.094079054,0.237035294,0
dof,dof/nx(其他),120,473,276,492,111,0.383173894,5.683586374,4.19786429,0.237047952,0
梦三国,梦三国/n(名词),378,4640,668,1042,528,0.164567484,5.353038574,4.660085056,0.237102626,0
撕名牌,撕名牌/n(名词),332,2841,209,248,322,0.164567484,4.924741607,3.964920585,0.237105088,0
北京快乐8,北京/ns(地名) 快乐/a(形容词) 8/m(数词),204,274,66,24,82,0.159436402,1.893788232,1.748067349,0.237164851,0
消消乐,消消乐/n(名词),77,1544,179,359,269,0.164567484,4.95892814,3.76507849,0.237197931,0
神仙,神仙/n(名词),243,18121,533,5002,3247,0.12332886,6.511636867,5.358043875,0.237198293,0
汽车年审,汽车/n(名词) 年审/v(动词),67,142,39,33,77,0.015348701,3.400602356,2.953381034,0.237210974,0
钱咖,钱咖/n(名词),101,352,253,192,152,0.164567484,4.172152498,3.04898985,0.23723633,0
生命科学学院,生命/n(名词) 科学/n(名词) 学院/n(名词),53,1958,41,33,151,0.077427533,3.573177065,2.289272964,0.237265534,0
会销,会销/n(名词),134,1031,486,2108,1037,0.164567484,4.919936823,4.201823318,0.237309494,0
陈乔恩,陈乔恩/n(名词),115,581,187,262,243,0.252639176,4.735291801,2.900602479,0.237478625,0
冲刺,冲刺/v(动词),10792,13100,4914,3847,2788,,6.505726104,5.411336087,0.237575366,0
天梯,天梯/n(名词),85,1563,222,316,643,0.115387038,5.617032464,4.509804157,0.237649523,0
绳艺,绳艺/n(名词),141,458,260,490,311,0.164567484,5.175072743,5.057432689,0.237685597,0
函数,函数/n(名词),88,1449,261,316,530,0.162912206,5.172342549,3.264638296,0.237844335,0
音响,音响/n(名词),351,4495,1161,2679,4825,0.046105613,6.102517138,5.416292458,0.237878079,0
tcg,tcg/nx(其他),76,157,263,127,140,0.383173894,5.097958108,4.314694806,0.238039371,0
小额,小额/n(名词),96,2898,212,2064,2462,0.02304674,5.367453197,4.596645796,0.238047253,0
军事,军事/n(名词),2929,8803,3751,2127,3924,,6.099741148,5.144113222,0.238165363,0
万王之王3d,万王之王/nz(其他专名) 3d/nz(其他专名),177,386,41,44,35,0.19757126,3.618349945,2.756237218,0.238185221,0
黄金,黄金/n(名词),19240,38197,24803,8525,15974,,6.973700008,5.870379598,0.238209526,0
股份,股份/n(名词),1081,27411,264,1750,3352,,6.785716401,4.525177286,0.238296603,0
腾讯广告,腾讯/nz(其他专名) 广告/n(名词),71,114,127,42,64,0.018867916,3.071114816,2.271868513,0.238330738,0
校园大使,校园/n(名词) 大使/n(名词),73,812,55,122,94,0.108831422,4.752214192,4.141552457,0.238396956,0
云购,云购/n(名词),240,1119,213,300,238,0.164567484,5.029496508,3.753798714,0.238428943,0
收款机,收款机/n(名词),84,275,158,276,554,0.017189786,4.070899046,3.228347036,0.238719447,0
智跑,智跑/n(名词),174,388,97,233,212,0.164567484,4.598067918,3.766474266,0.238754015,0
外语学习,外语/n(名词) 学习/v(动词),81,343,72,82,92,0.0294117,3.910530427,3.386113422,0.239029462,0
自由行,自由行/n(名词),14970,3390,10879,1466,1426,,6.138213948,5.179241059,0.239116628,0
南方文交所,南方/f(方位词) 文交所/n(名词),173,98,83,55,39,0.35549265,3.55095425,2.969013745,0.239133126,0
女汉子,女/b(其他) 汉子/n(名词),998,11839,512,930,1098,,5.747786381,4.586743677,0.239195237,0
360联盟,360/m(数词) 联盟/n(名词),1121,532,782,298,32,,2.196388744,1.365281552,0.239270737,0
中文,中文/nz(其他专名),82,13964,163,1984,3660,0.131582437,6.708697928,5.997350791,0.239402768,0
全民无双,全民/n(名词) 无双/v(动词),61,286,49,66,47,0.107852713,3.975955455,2.595308918,0.239457157,0
小车,小车/n(名词),68,5038,180,775,1625,0.048923913,6.145368836,5.417377197,0.239597881,0
蔷薇少女,蔷薇/n(名词) 少女/n(名词),112,655,90,123,87,0.13739327,4.398211199,3.080476307,0.23966742,0
叶罗丽精灵梦,叶罗丽/nr(其他) 精灵梦/n(名词),133,4295,322,2255,1025,0.358712132,4.586027916,2.770981158,0.239707752,0
创造与魔法,创造/v(动词) 与/p(介词) 魔法/n(名词),111,2874,489,2380,1062,0.281135281,5.215446076,4.516153858,0.239712904,0
多轴,多轴/n(名词),50,153,184,127,208,0.164567484,4.512515403,3.431392146,0.23984928,0
众泰sr7,众泰/nz(其他专名) sr7/nx(其他),167,35,34,34,16,0.395404543,3.596223619,3.13054303,0.239920518,0
扩圈,扩圈/n(名词),97,777,361,1179,965,0.164567484,5.063821206,4.373836105,0.239940008,0
咸鱼,咸鱼/n(名词),525,19271,1559,12989,8813,,7.178040651,6.282769109,0.240054395,0
专利,专利/n(名词),641,5394,1349,2900,4150,,5.721865613,4.850413089,0.240114869,0
租群,租/v(动词) 群/Ng(其他),570,1982,56,75,101,,4.058831937,3.412489721,0.240116108,0
平码,平码/n(名词),180,412,64,61,83,0.164567484,3.828266866,2.690812221,0.240144154,0
小说控,小说/n(名词) 控/v(动词),71,102,68,66,39,0.021008328,3.703081555,2.615630577,0.240203717,0
歌迷,歌迷/n(名词),184,3747,452,2584,2003,0.163779079,6.069539476,4.988154613,0.240260569,0
理论,理论/n(名词),90,11595,145,1598,6292,0.092092287,6.548576616,5.464433398,0.240373528,0
直播,直播/v(动词),4100,51294,9960,31329,48738,,6.962214165,6.543201562,0.240520966,0
承兑,承兑/v(动词),91,733,158,637,458,0.039763968,5.022331803,4.113466412,0.240535549,0
rta,rta/nx(其他),71,380,79,108,79,0.383173894,5.155222094,3.415022125,0.240671655,0
cf穿越火线,cf/nx(其他) 穿越火线/nz(其他专名),269,4643,595,1851,980,0.405905526,5.121488305,4.736777234,0.240733805,0
共享单车,共享/v(动词) 单车/n(名词),67,520,228,308,327,0.165853156,4.238684076,3.167769119,0.240733886,0
白金,白金/n(名词),116,4121,219,830,1531,0.079033332,6.301905931,5.511453741,0.240758102,0
英国卫裤,英国/ns(地名) 卫裤/n(名词),67,136,59,44,66,0.051617588,3.378614884,2.13833306,0.240941706,0
波浪,波浪/n(名词),113,1176,199,268,431,0.058364254,5.39576207,4.143758229,0.240963686,0
陌陌,陌陌/n(名词),362,7993,822,2326,2496,0.164567484,5.888381594,5.121703398,0.241005459,0
1号店,1号/t(时间词) 店/n(名词),147,1316,193,418,283,0.417075291,4.826399501,3.446145046,0.241008386,0
魔兽,魔兽/n(名词),879,22883,1892,5000,3673,,7.016796183,6.114804513,0.241067915,0
热血,热血/n(名词),5973,22286,5179,4482,5217,,6.718845508,5.629309941,0.241076037,0
高级经济师,高级/a(形容词) 经济师/n(名词),94,34,36,63,38,0.088503687,3.809224093,3.537634442,0.24119785,0
格力犬,格力犬/n(名词),53,469,312,1129,626,0.164567484,5.149737431,4.805776548,0.241256621,0
拉丁,拉丁/n(名词),136,3233,175,463,491,0.167027187,6.053620353,4.924938851,0.24130586,0
雷神,雷神/nz(其他专名),120,10579,210,829,625,0.082549023,6.017180004,5.173863245,0.241331152,0
园长,园长/n(名词),129,3144,317,2244,1452,0.121951697,5.216498621,4.782322911,0.241331521,0
爱丽丝,爱丽丝/n(名词),397,6942,1296,3640,5293,,5.367649328,3.779748637,0.241494218,0
古微,古微/n(名词),94,93,232,15,95,0.11910387,3.110770568,1.609437912,0.241669964,0
库存玩具,库存/n(名词) 玩具/n(名词),137,50,834,106,135,0.008399421,3.381624583,2.385177666,0.241765067,0
映客,映客/n(名词),100,699,164,224,259,0.164567484,5.036517298,3.827870808,0.241813076,0
科目三,科目三/n(名词),81,1054,202,250,316,0.164567484,4.983277137,3.895256833,0.241875277,0
恐怖,恐怖/a(形容词),6390,9071,3940,1285,4883,,6.214108734,4.882290252,0.241917736,0
迷你,迷你/b(其他),77,24440,223,7749,8225,0.099110683,6.271194172,5.658167359,0.241928128,0
农药,农药/n(名词),516,13124,1279,7105,3888,,6.704526698,5.248565694,0.241928785,0
suho,suho/nx(其他),106,120,182,18,45,0.139049765,3.919821795,1.540305825,0.241956417,0
同性,同性/b(其他),585,5023,1492,1699,2342,,5.381886701,5.471473318,0.241987786,0
小太阳,小/a(形容词) 太阳/n(名词),100,9162,180,1239,515,0.173252473,5.773544757,5.515796789,0.242093647,0
qq华夏手游,qq/n(名词) 华夏/nz(其他专名) 手游/n(名词),727,1669,28,30,20,,2.955903538,1.226555816,0.242126811,0
夜骑,夜骑/n(名词),114,794,273,96,290,0.164567484,4.805156743,3.756305425,0.24214961,0
雪花,雪花/n(名词),68,14151,43,1577,1096,0.063096879,6.386572539,5.494000527,0.242364862,0
傲虎,傲虎/nz(其他专名),116,170,23,46,39,0.19757126,4.056238986,2.924298259,0.24240512,0
团队建设,团队/n(名词) 建设/vn(其他),115,431,69,24,159,0.135979099,3.745667682,2.890371758,0.242511976,0
趣事,趣事/n(名词),205,8198,251,371,5445,0.331197185,5.436974697,4.442671116,0.242673645,0
形婚,形婚/n(名词),68,396,338,836,871,0.164567484,5.152554207,5.230734213,0.242703755,0
太极,太极/n(名词),32309,8537,3979,3411,4159,,6.880407133,5.907749975,0.242709166,0
重口,重口/n(名词),68,483,113,172,220,0.164567484,5.324460652,4.237589445,0.242712584,0
五行,五行/nz(其他专名),78,2729,189,597,906,0.115363919,6.153096356,5.109041346,0.242764677,0
西安电子科技大学,西安/ns(地名) 电子/n(名词) 科技/n(名词) 大学/n(名词),70,905,137,54,223,0.019211553,2.524983422,1.455037882,0.242863193,0
青楼,青楼/n(名词),376,9234,600,5189,1397,0.134018193,6.711247816,5.750495606,0.242885001,0
小视屏,小/a(形容词) 视屏/n(名词),76,322,102,166,163,0.14457317,4.20092262,3.257774044,0.242903618,0
牛桃,牛桃/nr(其他),63,77,118,38,39,0.065965806,4.248823322,2.757281866,0.242972549,0
池昌旭,池昌旭/n(名词),79,298,121,151,159,0.164567484,4.52797511,2.693065229,0.243083296,0
翼搏,翼搏/n(名词),67,100,75,132,125,0.164567484,3.972557557,3.373570368,0.243204198,0
鸽子,鸽子/n(名词),212,6436,992,4872,5807,0.045401031,6.597645773,6.038602197,0.243213937,0
标致车友会,标致/n(名词) 车友会/n(名词),147,205,24,116,55,0.052432785,4.633300442,4.204147666,0.243216312,0
渣打,渣打/nz(其他专名),645,160,696,46,47,,2.565670277,0.943556826,0.243351549,0
云起书院,云起/n(名词) 书院/n(名词),59,69,164,46,120,0.075332969,3.374335149,2.136964356,0.243359731,0
荣威360,荣威/nz(其他专名) 360/m(数词),83,111,59,120,89,0.254790061,4.106465844,3.633598945,0.243396633,0
恶意点击,恶意/d(副词) 点击/v(动词),103,144,129,110,197,0.196230845,3.338964591,2.036598011,0.243480538,0
舞台,舞台/n(名词),1955,18388,2945,3053,11993,,6.405178357,5.636748758,0.243613303,0
中通快递,中通/n(名词) 快递/vn(其他),59,1693,100,661,278,0.22700212,5.628640579,4.914820669,0.243617264,0
电商,电商/n(名词),3185,46224,6525,12884,12611,,7.193345589,6.727112758,0.243650132,0
搜狗联盟,搜狗/n(名词) 联盟/n(名词),1057,663,707,245,179,,1.914083177,0.900065412,0.243721932,0
北京银行,北京/ns(地名) 银行/n(名词),146,262,21,34,24,0.032421807,3.828620234,3.248189295,0.243738749,0
max,max/nx(其他),112,5866,358,1782,1153,0.178686017,6.548982698,5.788184085,0.243835465,0
天天酷跑互送心,天天/d(副词) 酷跑/n(名词) 互送/n(名词) 心/n(名词),109,1747,121,701,217,0.27107442,3.952598618,2.727229735,0.243914906,0
追逐梦想,追逐/v(动词) 梦想/n(名词),73,2691,65,255,717,0.135060965,4.879572737,3.726795348,0.243975171,0
飞机票,飞机票/n(名词),59,23546,72,77,39588,0.044416456,4.494380166,3.370341453,0.24410006,0
高科技,高科技/n(名词),123,3360,236,576,1341,0.053085008,5.74384865,4.90214421,0.244129857,0
活动线报,活动/vn(其他) 线报/j(简称),201,1811,738,1622,2807,0.36886588,5.126410684,4.271219756,0.244253411,0
魔鬼,魔鬼/n(名词),77,18540,61,2914,1307,0.064016577,6.25862148,5.423590391,0.24431116,0
出书,出书/vn(其他),75,380,160,207,308,0.068498171,4.347034994,3.454299152,0.244311683,0
国培,国培/n(名词),56,7671,81,2824,877,0.164567484,5.711201114,5.091835159,0.244380796,0
建材装潢,建材/n(名词) 装潢/n(名词),2634,23,2543,24,5,,3.241279313,2.965015693,0.244389532,0
话剧社,话剧社/n(名词),56,2655,19,490,234,0.164567484,5.892858325,4.708575398,0.244421031,0
实物,实物/n(名词),187,3489,580,1326,3042,0.095261837,5.74249309,4.477854943,0.244560181,0
手赚,手赚/n(名词),196,711,558,633,445,0.164567484,4.921408027,4.37236347,0.244693326,0
信用,信用/n(名词),985,11871,1574,3303,5293,,6.366146216,5.705193297,0.244824385,0
曾沛慈,曾沛慈/n(名词),58,159,76,68,42,0.129261286,3.928296583,2.277538585,0.24493785,0
武动乾坤,武/j(简称) 动乾坤/n(名词),61,438,199,229,213,0.303250492,4.806985455,3.789052733,0.244945492,0
会员卡,会员卡/n(名词),62,891,173,168,803,0.038163197,4.875974064,4.510722402,0.244983815,0
手工,手工/n(名词),1241,14391,2376,6585,8293,,6.804529659,5.847766423,0.24498785,0
猪八戒,猪八戒/n(名词),55,1365,78,235,225,0.103673321,5.043352734,4.360284577,0.245020635,0
电子相册,电子/n(名词) 相册/n(名词),106,183,82,44,147,0.032418355,3.574372363,2.351673302,0.24506253,0
同性恋,同性恋/v(动词),625,1275,2089,623,1099,,3.711143769,2.581735348,0.245075943,0
喰种,喰种/n(名词),106,755,202,244,185,0.164567484,5.389106959,3.357536349,0.245095754,0
资产包,资产包/n(名词),51,104,110,84,84,0.047853583,4.153516941,3.250579651,0.245155799,0
狐狸,狐狸/n(名词),158,11919,313,3106,1836,0.050256593,6.310701011,5.795209278,0.245238501,0
爱分享,爱分享/n(名词),98,1888,231,1936,967,0.164567484,5.086799517,4.511334057,0.245291967,0
飞机,飞机/n(名词),752,24057,1489,4247,12356,,6.461186916,5.749336574,0.245351622,0
结婚证,结婚证/n(名词),341,599,27,31,127,0.161545648,3.626470567,1.828841156,0.245386908,0
画册,画册/n(名词),129,1305,376,187,1800,0.047831935,4.968114184,4.00781575,0.245497354,0
神雕侠侣,神雕侠/n(名词) 侣/Ng(其他),179,2022,249,515,291,0.319496678,5.388808416,3.884835477,0.245688266,0
厨房,厨房/n(名词),1486,6725,2223,2846,5088,,6.51849766,5.75560499,0.245756043,0
闲鱼,闲鱼/n(名词),116,1445,401,1115,1175,0.164567484,5.774985454,5.242875489,0.245861518,0
学历证,学历证/n(名词),79,118,24,17,59,0.046317153,3.116954888,2.302585093,0.245911085,0
川大,川大/n(名词),86,4178,152,1233,435,0.206418388,5.842148146,4.956625034,0.245960908,0
冒险岛2,冒险岛/n(名词) 2/m(数词),303,1065,711,562,415,0.27194552,5.482164711,4.665746842,0.246196231,0
联想,联想/n(名词),434,7697,1320,7238,6005,,6.031673325,5.038879664,0.24622916,0
段子手,段子手/n(名词),137,796,196,146,287,0.164567484,4.973521663,4.07136561,0.246253417,0
民间,民间/n(名词),51,6787,124,2559,4790,0.068396665,6.613162639,6.252192841,0.246265621,0
大侠,大侠/n(名词),60,8979,44,529,872,0.05151769,6.076352526,5.330094227,0.246359765,0
以车会友,以/p(介词) 车/n(名词) 会友/n(名词),226,4058,589,109,6173,0.323646611,4.708225036,4.110404453,0.246401275,0
口子,口子/n(名词),408,4921,980,3080,3128,,4.974297136,4.457691978,0.246597565,0
松岗,松岗/ns(地名),85,1727,320,1360,831,0.232025873,5.356666059,4.341171203,0.246666298,0
macan,macan/nx(其他),62,48,23,19,19,0.383173894,3.649743441,2.968391892,0.246669302,0
跑步协会,跑步/v(动词) 协会/n(名词),61,210,47,177,47,0.123197281,4.708923369,4.263500407,0.246713391,0
斗地主,斗地主/n(名词),6787,18640,5038,2854,3427,,6.118665607,5.462609444,0.246758983,0
魔术气球,魔术/n(名词) 气球/n(名词),59,74,64,72,115,0.012231655,3.868123169,3.290114627,0.246779576,0
磁悬浮,磁悬浮/n(名词),50,190,22,52,90,0.037072284,4.213197269,3.301964344,0.246805763,0
回血,回血/n(名词),116,1244,97,301,366,0.247351077,5.133455005,3.794488048,0.246885845,0
预约,预约/v(动词),52,8842,90,1919,6857,0.13201492,6.627419384,6.139129833,0.246905032,0
粉丝福利购,粉丝/n(名词) 福利购/n(名词),54,394,132,477,84,0.190180273,4.466611624,3.061994187,0.246915269,0
程序化,程序化/v(动词),126,274,163,138,208,0.198196592,4.368000071,3.48273697,0.246953855,0
网配,网配/n(名词),219,280,515,191,246,0.164567484,4.891167614,3.894565438,0.247063062,0
美女直播,美女/n(名词) 直播/v(动词),112,856,188,230,934,0.276525798,4.42710859,3.054692613,0.247067886,0
撸啊撸,撸/v(动词) 啊/y(语气助词) 撸/Vg(其他),971,10180,1611,1893,1924,,5.933506905,5.024193074,0.247273636,0
胖次,胖次/n(名词),56,1333,105,510,254,0.164567484,5.922780952,4.831307627,0.247316035,0
乐风rv,乐风/n(名词) rv/nx(其他),54,20,17,28,27,0.11166125,3.270042485,2.955896873,0.247356367,0
沙海,沙海/n(名词),90,422,287,116,134,0.099717622,5.125301012,3.71199421,0.247473222,0
王者归来,王者/n(名词) 归来/v(动词),152,17655,187,3558,1216,0.084458762,6.324663809,5.276611067,0.24748053,0
便民服务,便民/b(其他) 服务/vn(其他),145,1739,298,1348,1244,0.226139822,5.681881201,5.260640121,0.24749426,0
pla,pla/nx(其他),54,1683,59,438,167,0.383173894,5.812970299,4.734361864,0.247535615,0
秦时明月,秦时/t(时间词) 明月/n(名词),1030,5295,2428,2775,2072,,6.337256119,4.951506121,0.247601169,0
超市,超市/n(名词),483,19425,1052,8148,8395,,7.290091509,6.375528153,0.247686519,0
野外,野外/s(处所词),137,3501,323,1006,2718,0.152161999,6.150667048,5.382150436,0.247791796,0
国防生,国防生/n(名词),181,596,166,31,61,0.236368835,3.928736495,2.685945325,0.247792934,0
标识,标识/n(名词),101,1606,279,936,1289,0.193734847,5.612941742,4.982211823,0.247907265,0
网批,网/n(名词) 批/v(动词),58,499,159,618,307,0.177405047,6.007015939,3.628027432,0.247917024,0
趣头条,趣头条/n(名词),61,647,372,647,557,0.164567484,5.043368483,3.997049981,0.247943913,0
实习,实习/v(动词),1551,82855,1847,6764,8335,,6.378711595,6.12719943,0.247951787,0
拉风,拉风/a(形容词),73,3224,50,394,337,0.208525004,5.869284582,4.483350754,0.247965232,0
日语培训,日语/n(名词) 培训/vn(其他),73,170,71,19,29,0.015361612,3.469122734,2.441015278,0.248021017,0
皮带,皮带/n(名词),129,1197,336,374,998,0.098669499,5.330112183,4.265940745,0.248040501,0
恋人,恋人/n(名词),447,12448,242,2494,1726,,6.323731818,4.913164913,0.248104828,0
悦翔v5,悦翔/nz(其他专名) v5/nx(其他),54,45,27,34,26,0.395404543,3.164584091,2.704967084,0.248303374,0
专接本,专接本/n(名词),87,1707,169,896,485,0.164567484,5.273853892,4.774465563,0.248382418,0
虚幻,虚幻/n(名词),54,3380,76,355,988,0.090060647,5.650975709,4.447818463,0.248476608,0
原始点,原始点/n(名词),56,445,137,570,544,0.164567484,4.9899278,4.921673134,0.248524617,0
单职业传奇,单职业/n(名词) 传奇/n(名词),51,149,256,240,55,0.054394678,3.896783742,2.444337276,0.248548976,0
三农,三农/n(名词),51,1648,108,423,590,0.052472779,5.492098261,4.810105168,0.248637965,0
社会工,社会/n(名词) 工/n(名词),68,397,85,31,328,0.076820961,3.833154702,3.18131108,0.248808653,0
江西人,江西人/n(名词),64,2677,179,2481,1178,0.164567484,4.747465419,5.017274056,0.248896768,0
特种部队,特种部队/n(名词),87,4004,129,917,340,0.027179832,6.321103214,5.287394747,0.248920914,0
鼠标,鼠标/n(名词),94,2400,302,1006,2104,0.096326117,5.272990227,4.227767473,0.249088096,0
李光洙,李光洙/nr(其他),52,58,124,13,35,0.121400305,3.401322962,2.341994252,0.249109155,0
陌陌引流,陌陌/n(名词) 引流/v(动词),56,68,259,248,173,0.333042292,4.036729686,3.198835181,0.249230361,0
城东,城东/s(处所词),51,5254,57,1038,568,0.200011295,6.245809037,5.805173258,0.249297948,0
声乐培训,声乐/n(名词) 培训/vn(其他),75,110,41,23,25,0.012157043,3.927900458,2.865235252,0.249328667,0
铲车装载机,铲车/n(名词) 装载机/n(名词),101,120,39,21,90,0.0127914,3.123877974,2.785616409,0.249339619,0
江湖斗,江湖/n(名词) 斗/v(动词),94,127,137,41,45,0.082616916,4.470297009,2.351673302,0.249431317,0
邂逅,邂逅/v(动词),618,19007,711,5016,4806,,6.452944077,6.155610279,0.249440578,0
ued,ued/nx(其他),90,494,104,80,80,0.383173894,4.721677572,3.824409082,0.249636754,0
对战,对战/vn(其他),123,166650,304,837,4740,0.373744883,5.279436887,4.12719588,0.249832409,0
平民,平民/n(名词),151,3512,140,829,1835,0.164906244,6.295766754,5.628076151,0.249864708,0
辣条,辣条/n(名词),110,8376,154,1703,759,0.164567484,5.948949888,5.093886495,0.249908592,0
隆胸整形,隆胸/v(动词) 整形/vn(其他),89,365,19,18,46,0.012921361,2.979194071,2.72835237,0.249935086,0
启辰t70,启辰/n(名词) t70/nx(其他),122,69,35,73,39,0.300666291,3.86721795,3.612372949,0.249946212,0
传说,传说/n(名词),366,51872,397,11105,7792,0.09335893,6.923104981,6.274933682,0.249960258,0
新世界,新世界/n(名词),109,5329,171,2080,1270,0.133608316,6.593035462,5.778965863,0.250011041,0
luhan,luhan/nx(其他),107,859,151,194,85,0.383173894,4.910253964,2.754959509,0.250076621,0
中小企业,中小企业/j(简称),69,2363,137,999,1743,0.048710766,5.522243275,5.3374613,0.250122257,0
打包,打包/v(动词),86,2260,198,406,1552,0.195549722,5.993024334,5.07916813,0.250178337,0
致富,致富/v(动词),672,17026,1074,4100,4195,,6.297879714,5.794615899,0.25021533,0
大成,大成/nz(其他专名),111,5038,252,1129,709,0.12979874,6.251125575,5.978484058,0.2502823,0
